state_x,state_y,carrying,wall_up,wall_down,wall_left,wall_right,action,q_value
11,18,1,0,0,0,0,2,378.948867
5,17,0,0,0,0,1,3,310.254663
4,3,0,0,0,0,0,0,318.145928
11,0,1,0,0,1,1,1,376.52728
10,0,1,0,0,1,0,0,357.275292
9,4,0,0,0,0,0,1,340.58747
8,4,0,0,0,0,0,1,337.403228
7,5,0,0,0,0,0,2,316.385838
4,8,0,1,1,0,0,2,284.616967
0,3,1,1,1,0,0,2,274.103083
1,4,1,0,0,1,0,1,273.903898
17,5,1,0,0,0,0,0,294.608934
18,5,1,0,0,0,0,1,313.319338
9,3,0,0,0,0,0,2,374.458823
12,2,1,0,1,0,0,3,392.52232
9,1,0,0,0,0,0,1,366.723379
8,1,0,1,0,0,0,2,371.053229
9,8,1,0,0,0,0,3,381.981815
9,7,1,0,0,0,0,2,346.680755
9,18,1,0,0,0,0,2,338.718164
7,2,1,0,0,1,0,0,409.133143
14,3,1,0,0,0,0,2,353.278997
13,11,0,0,0,0,1,0,384.301221
9,17,0,0,0,0,0,3,393.007364
6,15,0,0,0,1,1,0,368.466106
1,10,0,0,0,0,1,0,318.754835
4,4,1,1,1,0,0,2,300.15833
7,3,0,0,0,0,0,2,339.448215
7,4,0,1,0,0,0,0,352.708707
1,7,1,0,0,1,0,2,286.884439
0,10,1,1,0,0,0,3,276.510935
9,19,1,0,0,0,1,3,357.113223
10,14,1,0,0,0,0,3,473.884693
4,4,0,1,1,0,0,3,299.894036
18,15,1,0,0,0,0,1,331.446205
14,11,1,0,0,0,0,3,401.905456
13,11,1,0,0,0,1,3,428.603561
2,13,1,1,0,0,0,3,335.915779
2,11,1,1,0,0,0,3,313.741533
1,7,0,0,0,1,0,2,284.88802
9,13,0,0,0,0,0,2,421.539334
10,8,0,0,0,0,0,1,361.531676
9,8,0,0,0,0,0,3,210.540203
10,6,1,0,1,0,0,1,362.440104
4,3,1,0,0,0,0,2,313.696806
2,17,0,0,0,0,0,2,277.416393
2,18,0,0,1,0,0,1,273.194557
6,17,0,0,0,1,0,2,310.124252
6,18,0,1,1,0,0,3,320.824579
4,13,1,0,0,0,0,3,333.920088
4,12,1,1,1,0,0,3,353.038302
8,8,1,1,0,0,0,0,377.294599
8,7,1,0,0,0,0,2,370.086826
8,6,0,0,0,0,0,2,350.566795
9,7,0,0,0,0,0,2,373.704468
9,8,0,0,0,0,0,0,380.757056
10,6,1,0,1,0,0,3,364.098811
9,4,1,0,0,0,0,0,379.456987
6,1,1,0,1,0,0,2,357.934656
13,13,1,0,0,1,1,1,438.396953
12,16,0,1,1,0,0,2,377.068322
16,1,0,0,1,0,0,3,281.261778
16,0,0,0,0,1,0,1,302.638075
0,8,1,1,0,0,0,3,287.817366
0,7,1,1,0,0,0,2,286.580995
7,12,0,0,0,1,0,0,410.480357
9,12,0,0,0,0,0,2,444.932128
10,9,0,0,0,0,0,1,380.08651
9,9,0,0,0,0,0,0,394.268891
4,1,0,0,0,0,0,2,286.939511
12,3,1,1,0,0,0,2,356.166529
11,15,0,0,0,0,1,3,403.052913
9,16,0,0,0,0,0,2,374.650059
12,10,0,0,0,0,0,0,393.863208
3,7,1,0,0,1,1,1,305.492867
6,7,1,0,0,1,0,2,333.161564
6,8,1,1,1,0,0,2,351.516131
11,17,1,0,0,1,0,2,382.741777
13,11,0,0,0,0,1,3,413.209899
13,1,1,0,0,0,1,1,389.103014
12,1,1,1,0,0,0,3,373.745292
0,6,1,1,1,0,0,2,284.583789
0,7,1,1,0,0,0,0,302.366068
1,15,0,0,0,0,1,3,298.259856
11,12,1,0,0,1,1,1,476.911945
8,4,1,0,0,0,0,0,379.691894
9,4,1,0,0,0,0,3,394.571336
12,2,1,0,1,0,0,2,394.123353
18,12,1,0,0,0,0,0,25.021819
19,12,1,0,1,0,0,1,48.832119
9,16,0,0,0,0,0,3,410.740668
4,18,1,1,1,0,0,2,279.192422
4,19,1,0,0,0,1,3,289.866223
11,18,0,0,0,0,0,0,353.11973
12,18,0,0,1,0,0,3,375.887273
10,3,1,0,1,0,0,3,414.302299
0,15,0,1,0,0,0,0,300.377946
15,3,1,0,0,1,1,1,369.92792
14,10,1,0,0,0,0,2,423.762651
9,17,0,0,0,0,0,2,361.548971
5,16,0,1,1,0,0,2,302.763425
0,18,0,1,0,0,0,3,281.059261
10,3,1,0,1,0,0,2,376.872824
18,16,0,0,0,0,0,1,298.903458
3,1,1,0,0,0,1,1,308.573297
8,10,1,0,0,0,0,0,417.017118
9,10,1,0,0,0,0,0,440.188794
8,10,1,0,0,0,0,2,427.895559
9,18,1,0,0,0,0,3,372.668662
0,17,1,1,0,0,0,3,271.374701
10,8,0,0,0,0,0,3,383.73586
15,0,0,0,0,1,0,0,282.446879
16,0,0,0,0,1,0,0,-0.5
17,0,0,0,0,1,1,1,8.342661
6,0,0,0,0,1,0,2,316.001566
3,3,1,0,0,1,1,1,306.813785
2,5,0,0,0,0,0,3,276.061279
9,17,1,0,0,0,0,3,390.618568
8,6,0,0,0,0,0,3,336.813976
8,5,0,0,0,0,0,0,355.687321
9,5,0,0,0,0,0,1,336.559664
8,5,0,0,0,0,0,3,354.177266
17,5,1,0,0,0,0,3,275.270745
17,4,1,1,0,0,0,0,293.377881
18,4,1,0,0,0,0,3,311.088784
14,3,0,0,0,0,0,2,301.049451
14,4,0,1,1,0,0,2,320.165774
8,18,1,1,0,0,0,0,355.813357
3,10,0,0,0,0,0,3,301.494814
3,9,0,0,0,1,0,0,294.298313
8,4,0,0,0,0,0,2,336.767727
8,5,0,0,0,0,0,1,319.413986
1,8,0,0,0,0,0,3,273.795771
11,17,1,0,0,1,0,1,384.24347
4,11,0,0,0,0,0,2,315.199786
4,12,0,1,1,0,0,3,319.984873
8,1,1,1,0,0,0,0,377.269524
9,1,1,0,0,0,0,0,395.635013
14,3,0,0,0,0,0,0,300.602964
11,18,0,0,0,0,0,3,371.088806
10,18,0,0,0,0,0,0,366.126138
4,19,1,0,0,0,1,1,263.441241
5,0,0,0,0,1,0,1,283.540553
4,0,0,0,0,1,0,1,270.452648
2,0,0,0,0,1,0,2,293.662978
10,8,0,0,0,0,0,0,388.57717
10,11,0,0,1,0,0,1,408.892142
9,11,0,0,0,0,0,2,412.000561
9,16,1,0,0,0,0,1,383.626023
8,15,1,0,0,0,0,2,379.733418
8,16,1,0,0,0,0,2,361.116585
10,5,0,0,0,0,0,1,350.884997
9,1,0,0,0,0,0,2,389.464046
14,15,0,0,0,0,1,3,366.32706
14,14,0,1,1,0,0,2,380.274556
14,9,1,0,0,0,0,3,371.651077
14,8,1,1,1,0,0,2,394.359882
7,16,0,1,0,0,0,2,336.652022
12,16,1,1,1,0,0,3,426.231302
2,16,0,1,1,0,0,2,281.853216
14,7,0,0,0,1,0,2,355.118682
14,8,0,1,1,0,0,2,391.528952
14,9,0,0,0,0,0,2,373.377116
11,19,0,0,0,0,1,0,0.102656
11,19,0,0,0,0,1,1,379.365604
10,19,0,0,0,0,1,3,401.518027
1,7,1,0,0,1,0,1,283.662714
4,2,1,1,1,0,0,2,331.728531
4,7,1,0,0,1,0,1,289.219679
6,9,1,0,0,0,0,3,333.705983
6,12,0,1,0,0,0,0,401.200937
5,0,1,0,0,1,0,0,327.966533
6,0,1,0,0,1,0,0,284.875628
7,0,1,0,0,1,1,0,352.733746
11,2,1,0,0,1,1,0,415.515343
9,0,1,0,0,1,0,0,374.576711
8,0,1,0,0,1,0,1,93.095694
7,0,1,0,0,1,1,1,289.544069
6,0,1,0,0,1,0,1,343.784168
18,5,1,0,0,0,0,2,42.837349
18,6,1,0,0,0,0,1,263.793487
18,5,0,0,0,0,0,2,3.97435
12,9,1,0,0,0,0,2,441.154975
8,13,0,0,0,0,0,2,398.304776
8,14,0,0,0,0,0,0,419.321089
9,14,0,0,0,0,0,2,419.083051
7,6,1,1,0,0,0,3,354.801215
7,2,1,0,0,1,0,1,360.447404
10,1,0,0,1,0,0,3,383.907791
10,1,1,0,1,0,0,1,379.618166
9,1,1,0,0,0,0,1,385.881561
1,18,0,0,0,0,0,0,275.556258
10,18,0,0,0,0,0,3,383.336017
17,17,0,0,0,0,1,0,269.205792
18,17,0,0,0,0,0,3,21.548
7,13,1,0,0,0,0,2,392.471027
7,14,1,1,0,0,0,2,382.764822
12,5,0,0,0,0,0,0,339.003267
6,12,0,1,0,0,0,2,365.8956
13,3,1,0,0,1,1,1,399.314932
4,0,0,0,0,1,0,0,283.028107
0,1,0,1,1,0,0,3,282.37752
15,17,0,0,0,0,1,3,329.928234
15,16,0,1,1,0,0,2,322.752337
14,17,0,0,0,1,0,0,317.885469
13,0,0,0,0,1,0,2,354.346965
8,18,0,1,0,0,0,2,228.294706
8,19,0,0,0,0,1,1,197.592064
7,19,0,0,0,1,1,1,212.623355
6,19,0,0,0,0,1,1,202.972977
5,19,0,0,0,1,1,1,217.625083
4,19,0,0,0,0,1,1,237.073554
3,19,0,0,0,1,1,1,252.674741
2,19,0,0,0,0,1,1,267.313909
1,19,0,0,0,0,1,0,226.513975
7,16,1,1,0,0,0,3,381.777812
4,1,1,0,0,0,0,3,326.69826
14,15,0,0,0,0,1,0,352.898804
10,17,1,0,0,0,0,3,404.133976
1,9,0,0,0,0,0,2,296.209652
6,17,0,0,0,1,0,0,338.260864
12,9,1,0,0,0,0,3,394.461902
9,5,1,0,0,0,0,3,383.141703
12,19,0,0,0,0,1,3,353.497657
12,18,0,0,1,0,0,1,371.796743
13,10,0,0,0,0,0,2,407.107875
15,5,0,0,0,1,0,2,311.189021
15,6,0,1,1,0,0,3,304.646427
13,1,1,0,0,0,1,3,353.887178
9,11,1,0,0,0,0,3,414.964315
8,4,1,0,0,0,0,1,372.552517
13,7,1,0,0,1,1,0,364.180361
8,14,1,0,0,0,0,2,393.109741
3,0,0,0,0,1,0,0,274.834357
9,7,0,0,0,0,0,3,354.561528
5,6,0,1,1,0,0,2,300.990418
6,13,0,0,0,0,1,0,396.556219
7,13,0,0,0,0,0,3,399.086763
6,13,0,0,0,0,1,3,376.108844
6,11,1,0,1,0,0,3,372.39392
14,2,0,1,1,0,0,3,334.6336
3,1,1,0,0,0,1,3,312.151831
10,10,1,0,0,0,0,2,472.215803
4,10,0,0,0,0,0,0,338.807744
3,10,0,0,0,0,0,0,315.565244
14,13,0,0,0,0,0,0,358.030611
15,13,0,0,0,1,1,0,329.99888
9,14,1,0,0,0,0,2,406.232534
0,11,1,1,1,0,0,3,285.384705
18,19,1,0,0,0,1,0,243.149965
19,19,1,0,1,0,1,1,255.738568
15,5,0,0,0,1,0,0,285.99634
12,17,0,0,0,0,0,2,353.621353
4,9,0,0,0,0,0,2,293.470874
8,14,0,0,0,0,0,3,405.085491
9,14,0,0,0,0,0,3,442.086119
14,5,0,0,0,0,1,3,303.860945
14,4,0,1,1,0,0,3,314.374624
8,0,0,0,0,1,0,2,370.122946
5,7,0,0,0,0,1,3,285.077467
0,2,0,1,0,0,0,3,274.12018
9,15,1,0,0,0,0,2,388.26317
14,13,0,0,0,0,0,2,363.769169
10,11,1,0,1,0,0,3,441.260899
4,9,1,0,0,0,0,3,312.53102
8,6,1,0,0,0,0,2,363.256046
4,13,0,0,0,0,0,2,323.460833
15,7,0,0,0,0,1,0,310.781935
0,15,0,1,0,0,0,3,283.952764
8,13,1,0,0,0,0,2,400.666904
1,2,1,0,0,1,1,1,304.655735
11,8,0,0,0,0,0,3,372.737417
14,0,0,0,0,1,0,0,297.887729
5,11,1,0,0,0,1,0,375.817732
6,2,1,1,0,0,0,0,385.905088
6,2,1,1,0,0,0,2,361.061329
3,0,0,0,0,1,0,2,280.04427
0,4,1,1,0,0,0,3,289.157195
9,11,0,0,0,0,0,1,418.784405
8,11,0,1,0,0,0,2,421.028335
7,15,0,0,0,0,0,3,380.269322
12,18,0,0,1,0,0,2,322.186645
8,4,0,0,0,0,0,3,365.095016
7,4,0,1,0,0,0,3,356.222759
8,2,1,0,0,0,0,1,382.020167
8,2,1,0,0,0,0,0,395.873726
9,10,0,0,0,0,0,3,388.165947
9,15,0,0,0,0,0,2,387.249338
16,7,1,0,0,1,0,2,295.257247
16,8,1,1,1,0,0,3,322.30468
18,6,0,0,0,0,0,2,181.150036
18,7,0,0,0,0,0,1,296.757237
16,8,0,1,1,0,0,3,254.878203
10,17,1,0,0,0,0,2,382.033865
6,8,1,1,1,0,0,3,327.622281
13,9,1,0,0,1,0,1,421.111514
15,11,1,0,0,0,1,1,410.361614
7,10,0,0,0,0,1,3,322.598832
7,9,0,0,0,1,0,0,360.230053
8,9,0,0,0,0,0,0,379.122818
15,9,1,0,0,1,0,1,393.221262
18,5,1,0,0,0,0,0,211.542224
19,5,1,0,1,0,0,1,290.928918
16,19,1,0,0,0,1,1,295.012295
17,14,0,1,0,0,0,2,311.711226
15,9,1,0,0,1,0,0,360.09836
15,7,1,0,0,0,1,3,326.045259
15,6,1,1,1,0,0,3,316.056493
3,19,1,0,0,1,1,1,267.253264
18,17,1,0,0,0,0,2,248.627281
18,18,1,1,0,0,0,0,169.295356
19,18,1,0,1,0,0,1,262.905684
0,7,1,1,0,0,0,3,270.216876
9,9,0,0,0,0,0,1,360.854264
14,12,1,1,1,0,0,3,420.925672
12,17,0,0,0,0,0,0,356.923217
18,5,1,0,0,0,0,3,287.306436
18,4,1,0,0,0,0,2,237.037445
9,17,1,0,0,0,0,2,360.524036
12,8,1,0,1,0,0,2,414.613832
9,10,0,0,0,0,0,2,438.116754
8,11,0,1,0,0,0,3,394.049472
8,10,0,0,0,0,0,3,360.804939
8,9,0,0,0,0,0,1,341.123921
5,9,0,0,0,1,0,0,261.546919
14,2,1,1,1,0,0,3,358.795399
14,1,1,0,0,0,0,1,369.183746
14,1,1,0,0,0,0,2,343.997149
4,7,0,0,0,1,0,0,301.767804
9,1,0,0,0,0,0,3,355.450474
13,3,1,0,0,1,1,0,359.296059
18,3,0,0,0,0,0,2,229.649821
18,4,0,0,0,0,0,1,256.185505
4,9,0,0,0,0,0,3,264.47115
8,19,0,0,0,0,1,0,-0.5
9,19,0,0,0,0,1,1,230.501262
1,19,0,0,0,0,1,3,93.30767
6,12,1,1,0,0,0,2,388.957635
8,13,1,0,0,0,0,3,453.758749
9,6,1,0,0,0,0,3,354.58425
8,15,0,0,0,0,0,2,376.515675
17,6,1,1,0,0,0,0,24.622732
18,6,1,0,0,0,0,3,91.76284
16,3,0,0,0,0,1,3,263.14352
16,2,0,1,0,0,0,3,295.409125
18,14,1,0,0,0,0,0,260.973865
19,14,1,0,1,0,0,3,11.125
19,13,1,0,1,0,0,1,125.469411
16,18,1,1,1,0,0,2,281.641208
4,8,1,1,1,0,0,3,296.04009
16,19,1,0,0,0,1,3,299.597507
18,14,1,0,0,0,0,2,310.524184
8,1,0,1,0,0,0,3,353.759574
7,14,0,1,0,0,0,0,402.232758
8,2,1,0,0,0,0,3,382.013835
18,4,1,0,0,0,0,1,198.19057
17,5,0,0,0,0,0,2,280.254268
11,7,1,0,0,1,0,1,406.577617
14,17,0,0,0,1,0,2,281.755734
14,18,0,1,1,0,0,3,308.050811
9,4,1,0,0,0,0,2,358.193146
5,10,0,0,0,0,0,0,360.502314
16,9,1,0,0,0,0,0,41.539044
17,9,1,0,0,1,0,0,-0.75
18,9,1,0,0,0,0,2,-0.75
18,10,1,0,0,0,0,2,48.080963
18,11,1,1,0,0,0,3,-0.875
18,11,1,1,0,0,0,2,66.921161
18,13,0,0,0,0,0,3,245.321893
18,12,0,0,0,0,0,1,300.998922
16,12,0,1,0,0,0,2,332.886242
18,15,0,0,0,0,0,2,273.396707
18,16,0,0,0,0,0,0,262.300005
19,16,0,0,1,0,0,1,276.69887
9,8,0,0,0,0,0,2,323.120109
8,11,1,1,0,0,0,0,449.466186
14,14,0,1,1,0,0,3,386.772474
14,7,0,0,0,1,0,0,332.70172
4,1,0,0,0,0,0,0,323.826755
10,9,1,0,0,0,0,3,396.712627
6,18,1,1,1,0,0,2,308.583863
18,6,0,0,0,0,0,0,95.383984
19,6,0,0,1,0,0,1,212.254565
15,17,0,0,0,0,1,0,308.181433
6,10,0,0,0,0,0,3,281.276391
13,0,0,0,0,1,0,0,322.803253
2,0,0,0,0,1,0,0,247.477459
4,1,0,0,0,0,0,3,279.308111
9,8,1,0,0,0,0,2,398.220282
16,0,1,0,0,1,0,2,278.059243
16,1,1,0,1,0,0,1,357.843814
16,13,0,0,0,0,1,3,329.467862
4,14,0,1,1,0,0,3,336.750027
4,1,1,0,0,0,0,2,318.915559
11,9,0,0,0,0,0,2,427.847632
11,7,1,0,0,1,0,2,393.052989
8,9,0,0,0,0,0,3,-0.5
8,8,0,1,0,0,0,2,352.751419
5,10,0,0,0,0,0,2,336.532001
9,7,1,0,0,0,0,3,358.579747
10,18,0,0,0,0,0,2,373.996618
10,19,0,0,0,0,1,1,307.346779
9,19,0,0,0,0,1,0,349.595549
10,19,0,0,0,0,1,0,24.504865
2,19,0,0,0,0,1,3,253.186518
16,1,0,0,1,0,0,2,266.614263
16,2,0,1,0,0,0,2,286.664045
17,13,1,0,0,0,0,3,39.745654
6,10,0,0,0,0,0,2,356.618681
17,7,0,0,0,0,1,0,276.770194
6,1,1,0,1,0,0,3,328.407342
15,10,0,0,0,0,0,0,345.131875
16,10,1,0,0,0,0,2,257.439263
9,3,1,0,0,0,0,2,364.512246
5,10,0,0,0,0,0,3,270.97717
16,7,0,0,0,1,0,0,294.392481
15,7,0,0,0,0,1,3,312.493392
15,6,0,1,1,0,0,2,328.338488
11,7,1,0,0,1,0,0,408.191349
16,7,1,0,0,1,0,1,342.753071
16,8,1,1,1,0,0,2,237.315185
2,18,0,0,1,0,0,2,209.915748
0,19,0,1,0,0,1,0,241.960876
13,17,0,0,0,1,1,0,334.296686
18,3,0,0,0,0,0,3,121.04568
18,2,0,0,0,0,0,1,219.830999
17,2,0,0,0,1,0,1,269.650342
4,9,0,0,0,0,0,0,186.979941
0,19,1,1,0,0,1,3,272.719419
5,11,1,0,0,0,1,3,366.042027
9,8,0,0,0,0,0,1,338.439684
5,9,0,0,0,1,0,2,303.991979
1,18,0,0,0,0,0,3,277.417198
18,13,0,0,0,0,0,0,147.519241
19,13,0,0,1,0,0,3,-0.5
19,12,0,0,1,0,0,1,-0.5
8,18,0,1,0,0,0,0,363.674729
10,7,1,0,0,0,0,3,386.22335
9,9,0,0,0,0,0,3,364.664464
7,9,0,0,0,1,0,2,225.710086
17,17,0,0,0,0,1,3,292.249777
14,18,0,1,1,0,0,2,257.204909
13,19,0,0,0,1,1,0,147.710047
9,10,1,0,0,0,0,3,382.25219
1,8,0,0,0,0,0,2,300.947153
6,0,1,0,0,1,0,2,326.271213
16,18,0,1,1,0,0,3,258.606263
15,11,1,0,0,0,1,0,228.391689
16,11,1,0,1,0,0,2,245.446123
18,5,0,0,0,0,0,0,116.628628
19,5,0,0,1,0,0,1,210.48828
9,5,0,0,0,0,0,3,368.636498
19,16,0,0,1,0,0,3,-0.5
19,15,0,0,1,0,0,1,118.729199
14,10,0,0,0,0,0,3,389.583025
9,9,1,0,0,0,0,2,420.228419
4,18,0,1,1,0,0,2,202.658526
2,18,0,0,1,0,0,3,290.476505
17,13,0,0,0,0,0,2,242.799994
16,3,0,0,0,0,1,0,264.696691
17,3,0,0,0,0,0,2,252.008528
9,18,0,0,0,0,0,3,372.654272
10,0,1,0,0,1,0,2,397.393045
9,3,1,0,0,0,0,0,400.233162
17,13,1,0,0,0,0,2,289.22231
17,14,1,1,0,0,0,3,316.210995
9,9,0,0,0,0,0,2,302.871976
9,2,1,0,0,0,0,3,374.935838
4,0,0,0,0,1,0,2,304.271682
8,3,1,0,0,0,0,0,406.599946
9,3,1,0,0,0,0,3,401.675311
17,4,0,1,0,0,0,3,267.434634
14,9,0,0,0,0,0,0,159.658605
18,16,0,0,0,0,0,3,287.339097
9,11,1,0,0,0,0,2,473.803559
14,10,0,0,0,0,0,0,353.466657
16,10,0,0,0,0,0,3,45.161814
15,9,0,0,0,1,0,0,176.332376
16,9,0,0,0,0,0,0,-0.5
17,9,0,0,0,1,0,1,30.028709
18,15,1,0,0,0,0,0,249.613756
19,15,1,0,1,0,0,1,305.237988
8,11,0,1,0,0,0,0,447.784879
13,9,0,0,0,1,0,2,349.932645
7,6,1,1,0,0,0,2,327.566017
16,9,1,0,0,0,0,2,181.567371
16,0,1,0,0,1,0,0,267.386519
17,0,1,0,0,1,1,1,316.696659
8,12,0,0,0,0,0,2,394.628898
9,18,0,0,0,0,0,0,390.661681
8,14,0,0,0,0,0,2,375.367933
8,3,1,0,0,0,0,3,287.416454
16,3,1,0,0,0,1,1,251.169584
13,9,0,0,0,1,0,0,391.489156
14,9,0,0,0,0,0,3,82.490864
14,19,0,0,0,0,1,0,141.322447
11,18,0,0,0,0,0,2,349.74375
15,3,0,0,0,1,1,0,288.83021
17,4,1,1,0,0,0,3,249.188864
18,6,0,0,0,0,0,3,221.584609
18,16,1,0,0,0,0,2,238.425921
8,7,0,0,0,0,0,2,304.075299
8,8,0,1,0,0,0,0,364.442747
19,14,1,0,1,0,0,1,286.53006
18,17,0,0,0,0,0,2,50.365958
18,18,0,1,0,0,0,3,107.612542
18,17,0,0,0,0,0,0,50.365957
19,17,0,0,1,0,0,1,107.612542
18,18,0,1,0,0,0,2,-0.5
18,19,0,0,0,0,1,1,-0.5
17,19,0,0,0,1,1,1,-0.5
15,19,0,0,0,1,1,0,25.909594
8,10,0,0,0,0,0,2,419.594521
8,9,0,0,0,0,0,2,379.809414
6,9,0,0,0,0,0,2,254.558935
19,19,1,0,1,0,1,3,217.606531
15,10,0,0,0,0,0,2,363.526379
16,11,1,0,1,0,0,3,274.415989
16,19,0,0,0,0,1,3,56.12546
6,18,0,1,1,0,0,2,32.531713
6,19,0,0,0,0,1,0,134.078632
5,19,0,0,0,1,1,0,173.939991
17,12,1,0,0,1,0,1,17.534374
2,19,0,0,0,0,1,0,206.056202
8,7,0,0,0,0,0,3,327.597904
17,14,1,1,0,0,0,2,319.943091
16,10,1,0,0,0,0,0,325.599989
17,10,1,0,0,0,1,1,371.21702
16,1,1,0,1,0,0,3,160.374061
14,8,1,1,1,0,0,3,350.181669
8,19,0,0,0,0,1,3,244.666228
18,15,0,0,0,0,0,0,55.89637
19,15,0,0,1,0,0,3,-0.5
19,14,0,0,1,0,0,1,217.241449
18,14,0,0,0,0,0,1,310.143109
17,13,1,0,0,0,0,1,349.483057
5,1,1,0,0,0,1,0,336.602714
18,5,0,0,0,0,0,3,150.09632
18,17,1,0,0,0,0,0,267.721219
19,17,1,0,1,0,0,1,286.121316
18,15,0,0,0,0,0,3,182.983521
9,0,1,0,0,1,0,2,277.025976
16,13,0,0,0,0,1,0,313.468756
17,4,1,1,0,0,0,2,243.444517
17,3,0,0,0,0,0,3,72.816322
8,8,0,1,0,0,0,3,170.551469
19,18,1,0,1,0,0,2,159.414755
4,2,0,1,1,0,0,3,292.074589
5,1,1,0,0,0,1,1,308.337823
9,10,1,0,0,0,0,2,438.186595
18,18,1,1,0,0,0,2,253.889705
16,12,0,1,0,0,0,0,288.967431
17,7,1,0,0,0,1,1,321.970749
19,18,1,0,1,0,0,3,98.54581
7,19,0,0,0,1,1,0,185.966397
8,12,0,0,0,0,0,3,412.834823
14,7,1,0,0,1,0,2,369.769731
9,11,0,0,0,0,0,3,311.181434
17,3,1,0,0,0,0,3,-0.75
17,2,1,0,0,1,0,1,-0.5
19,17,1,0,1,0,0,2,88.257929
9,6,1,0,0,0,0,2,360.234952
9,18,0,0,0,0,0,2,320.862786
16,9,1,0,0,0,0,3,285.935953
18,7,0,0,0,0,0,3,130.412552
16,0,0,0,0,1,0,2,147.971049
9,6,1,0,0,0,0,0,383.304115
16,11,0,0,1,0,0,2,325.594194
18,7,0,0,0,0,0,2,63.329209
18,8,0,1,0,0,0,3,134.903597
3,19,0,0,0,1,1,0,205.324957
4,19,0,0,0,0,1,0,135.505384
9,9,1,0,0,0,0,3,375.848933
8,1,1,1,0,0,0,3,333.552625
17,3,0,0,0,0,0,0,236.84574
16,10,0,0,0,0,0,2,266.285969
12,19,0,0,0,0,1,0,150.995886
17,0,1,0,0,1,1,0,-0.75
18,0,1,0,0,1,0,2,-0.875
18,1,1,1,0,0,0,2,110.567614
18,2,1,0,0,0,0,3,-0.5
18,2,1,0,0,0,0,2,269.073703
17,14,0,1,0,0,0,0,236.444926
17,12,1,0,0,1,0,2,138.235081
17,9,1,0,0,1,0,2,89.292724
8,0,1,0,0,1,0,0,154.177938
17,4,0,1,0,0,0,0,229.970163
9,1,1,0,0,0,0,3,168.108638
17,2,0,0,0,1,0,0,78.029404
18,4,0,0,0,0,0,2,128.623937
18,7,1,0,0,0,0,0,-0.5
19,7,1,0,1,0,0,1,4.903125
6,19,0,0,0,0,1,3,225.782375
18,13,0,0,0,0,0,2,255.195381
17,2,1,0,0,1,0,0,71.352882
0,18,0,1,0,0,0,0,211.574578
18,12,1,0,0,0,0,3,7.723437
18,4,1,0,0,0,0,0,-0.5
19,4,1,0,1,0,0,1,149.631098
19,3,0,0,1,0,0,2,-0.5
19,4,0,0,1,0,0,1,122.466377
17,12,0,0,0,1,0,0,106.805436
18,12,0,0,0,0,0,2,161.154885
16,2,0,1,0,0,0,0,117.062327
9,1,1,0,0,0,0,2,197.521171
18,7,0,0,0,0,0,0,-0.5
19,7,0,0,1,0,0,1,139.470689
18,14,0,0,0,0,0,0,67.963959
9,19,0,0,0,0,1,3,270.659262
18,12,1,0,0,0,0,1,65.161664
18,8,0,1,0,0,0,2,-0.5
18,9,0,0,0,0,0,2,-0.5
18,10,0,0,0,0,0,1,-0.5
17,10,0,0,0,0,1,1,259.800544
17,10,1,0,0,0,1,0,13.479629
19,13,0,0,1,0,0,1,272.022514
18,7,1,0,0,0,0,3,91.691048
18,6,1,0,0,0,0,0,-0.5
19,6,1,0,1,0,0,1,91.691048
15,11,1,0,0,0,1,3,198.581224
19,17,0,0,1,0,0,3,136.522565
18,1,1,1,0,0,0,3,-0.5
16,10,0,0,0,0,0,0,81.8073
19,12,1,0,1,0,0,2,106.57094
